omega,valid_HR@5,valid_NDCG@5,valid_Precision@5,valid_MAP@5,valid_HR@10,valid_NDCG@10,valid_Precision@10,valid_MAP@10,valid_HR@15,valid_NDCG@15,valid_Precision@15,valid_MAP@15,valid_HR@20,valid_NDCG@20,valid_Precision@20,valid_MAP@20,test_HR@5,test_NDCG@5,test_Precision@5,test_MAP@5,test_HR@10,test_NDCG@10,test_Precision@10,test_MAP@10,test_HR@15,test_NDCG@15,test_Precision@15,test_MAP@15,test_HR@20,test_NDCG@20,test_Precision@20,test_MAP@20
0,0.019158379684251926,0.01262131151908689,0.0038316759368504072,0.010482330468003802,0.031069161188830834,0.01645246040094714,0.003106916118883027,0.012051283423270609,0.042137198719029156,0.019382095421191133,0.002809146581268595,0.012923512679116874,0.05092982751839991,0.021455715604891092,0.002546491375919911,0.013415372309608646,0.013652452384965447,0.008973523790491746,0.0027304904769931133,0.007439556529393036,0.024636215517725716,0.012483716456523093,0.0024636215517725517,0.008864317774228444,0.03281083206921737,0.014647542097127975,0.002187388804614511,0.00950855480393655,0.038962863082195626,0.016098068739747996,0.0019481431541097309,0.009852399249652696
0.001,0.1625653126580145,0.12095396015603124,0.03251306253160644,0.10718298780830406,0.20959042642845105,0.13614549400381282,0.020959042642847942,0.1134425912994941,0.23883364233945728,0.14389454470286522,0.015922242822631036,0.11575423970502306,0.26029552222034946,0.14895233108987366,0.013014776111019468,0.11695210916302536,0.084302488903871,0.061077536584179526,0.016860497780774187,0.053427158829147656,0.11410753413113096,0.07070892112806648,0.011410753413113766,0.05739809932250493,0.1322265295803135,0.07551141015147303,0.008815101972020544,0.058831352007232336,0.14672172593965954,0.07893167920157267,0.007336086296983682,0.059643510878802194
0.01,0.09891005112646778,0.06800596417280941,0.019782010225294206,0.05787778339607091,0.14138434743524916,0.08168765247608016,0.014138434743526208,0.06349334544387612,0.1716388561155121,0.08967591683712131,0.011442590407700301,0.06586075582999511,0.19579751671442217,0.09537726417034723,0.009789875835722371,0.06721504363325649,0.0531771447834148,0.035885191397168587,0.010635428956682597,0.030227353596644177,0.07918984212596213,0.044240303592354605,0.00791898421259609,0.033642161098759726,0.09834822181021406,0.049312730165781055,0.006556548120680709,0.035153109651677,0.11405135119950559,0.0530162597877591,0.005702567559975614,0.03603174453225565
0.1,0.04727793696275072,0.031951248849545553,0.009455587392549846,0.0269261381725567,0.07236361593347941,0.04000933905396289,0.007236361593347662,0.03022018581389897,0.09090398336985224,0.04490851061589798,0.006060265557989949,0.03167418109479478,0.10649474689589303,0.04859012459233122,0.0053247373447949,0.03254986622651222,0.0287094780605652,0.01864796694535436,0.005741895612112954,0.015359008933086078,0.044890162368672396,0.02383090541347737,0.004489016236867105,0.01746857768895525,0.0586268891510759,0.02744992476834323,0.003908459276738316,0.018536840100551587,0.07036912186077869,0.03022044034418332,0.003518456093038795,0.019194639290655357
0.2,0.043092308556660484,0.029693953096549354,0.008618461711331848,0.025303856021874026,0.064076633518737,0.03642086922484011,0.0064076633518734575,0.028045505053342665,0.07997640316871735,0.04062328088983867,0.005331760211247664,0.029293215617587996,0.09306702623742907,0.04371615067265506,0.0046533513118715494,0.030029651222816325,0.026743075453677174,0.017604797335120003,0.005348615090735371,0.014617862426728034,0.04337322321478735,0.022924748088334383,0.004337322321478609,0.016779244330651696,0.05522782178774088,0.02605875739198027,0.0036818547858493275,0.017710199062381755,0.06505983482218101,0.028375373690412924,0.0032529917411089266,0.01825862815997619
0.3,0.042614753637844824,0.029210408840545918,0.008522950727568722,0.02481787366331457,0.06261587729647733,0.03564527213161656,0.006261587729647498,0.027454904279445063,0.0790493847968987,0.03997362966191296,0.005269958986459758,0.028731969630334923,0.09256137985280072,0.04316062618303154,0.004628068992640126,0.029488117578566782,0.027698185291308502,0.018164666263367435,0.005539637058261626,0.01504391632488712,0.04264284510365751,0.022977344709087893,0.004264284510365629,0.01701863489744833,0.05446935221079836,0.02609740261656155,0.0036312901473864955,0.01794198678574206,0.0646946457666161,0.028514895363747787,0.0032347322883306815,0.01851840407170133
0.4,0.03977751559076353,0.02687749317791837,0.007955503118152494,0.02265483079573766,0.06101466374515422,0.03370396668831336,0.006101466374515196,0.02544861625006577,0.07545367717287488,0.03752228875637651,0.005030245144858184,0.026583482937772636,0.08719590988257768,0.04029127022691596,0.004359795494128913,0.027240109113495083,0.024580032586100344,0.016063127180064363,0.0049160065172200295,0.013276963125269162,0.03974942412495084,0.02092493813963483,0.003974942412494979,0.015257745887275647,0.05048036406539693,0.02375757660126431,0.0033653576043597483,0.016096785492538047,0.060396651497275126,0.026099220136924516,0.003019832574863645,0.016653726222134943
0.5,0.04064835103095679,0.027888195177912675,0.008129670206191137,0.023706387999325906,0.0602561941682117,0.034163186671287475,0.006025619416820948,0.02625806291953274,0.07528512837799876,0.03812885502146725,0.0050190085585331105,0.027432170195106523,0.08646553177144783,0.04076350097964448,0.004323276588572413,0.028056025289101897,0.026068880274172708,0.017387057713584217,0.005213776054834485,0.014546697380002565,0.04019888757795382,0.021922190489373477,0.004019888757795274,0.016398047598536396,0.05092982751839991,0.02475966744323429,0.003395321834559945,0.017241248070929534,0.06036856003146244,0.026988006253907685,0.003018428001573011,0.017770953390003626
0.6,0.03977751559076353,0.027443456592268073,0.007955503118152494,0.023411895799389598,0.05727849879206697,0.033100971822947356,0.005727849879206492,0.025745683501035004,0.07174560368560032,0.036925143612551184,0.004783040245706561,0.026881484700042133,0.08385302545086802,0.039783990273439096,0.004192651272543393,0.027561306748964953,0.025338502163042866,0.016558497299508118,0.005067700432608526,0.013681948424068708,0.03932805213776055,0.021079216382592657,0.003932805213775952,0.015545783738519269,0.05028372380470813,0.023979583597954615,0.0033522482536471622,0.016409538314561035,0.058570706219450534,0.025937209856199184,0.0029285353109724205,0.01687551093938409
0.7,0.037389740996685204,0.025331688346028444,0.007477948199336858,0.021384628349907377,0.05595819989887072,0.03128329232388102,0.005595819989886875,0.023809702168036965,0.069357829091522,0.034827598039021544,0.004623855272768014,0.02486369246861423,0.080453958087533,0.03744632035305512,0.004022697904376603,0.025485743649854033,0.025282319231417494,0.017145886389995237,0.005056463846283452,0.014464763938048904,0.03907522894544637,0.021575127069492654,0.003907522894544536,0.016274021547491944,0.04842968706107085,0.024039906585301588,0.0032286458040713503,0.017001686395332078,0.05758750491600652,0.02620754154784632,0.0028793752458002226,0.017519814493691728
