omega,valid_HR@5,valid_NDCG@5,valid_Precision@5,valid_MAP@5,valid_HR@10,valid_NDCG@10,valid_Precision@10,valid_MAP@10,valid_HR@15,valid_NDCG@15,valid_Precision@15,valid_MAP@15,valid_HR@20,valid_NDCG@20,valid_Precision@20,valid_MAP@20,test_HR@5,test_NDCG@5,test_Precision@5,test_MAP@5,test_HR@10,test_NDCG@10,test_Precision@10,test_MAP@10,test_HR@15,test_NDCG@15,test_Precision@15,test_MAP@15,test_HR@20,test_NDCG@20,test_Precision@20,test_MAP@20
0,0.02134224736436102,0.013459119788412756,0.004268449472872237,0.010893974457872633,0.034713293905888405,0.01773532438842459,0.003471329390588863,0.012630475863954885,0.04649010028284906,0.020840435354524425,0.0030993400188566718,0.013548457342491787,0.05564412445358704,0.022996315410269173,0.002782206222679304,0.014058455597296191,0.016816662381074828,0.010489037041290247,0.003363332476214985,0.008412616782377655,0.027462072512213935,0.013889843332596479,0.0027462072512214187,0.009791393715281607,0.035741835947544355,0.016074339710821544,0.0023827890631696554,0.010438004325893258,0.043558755464129593,0.01792123595160007,0.002177937773206466,0.010877751160194233
0.001,0.039341733093340193,0.0256262274563192,0.00786834661866803,0.021134824719293663,0.06217536641810234,0.032957783825929676,0.006217536641810101,0.02413020852465437,0.08048341475957829,0.037783862064816646,0.005365560983971845,0.025556058752253048,0.09591154538441758,0.04142239750627921,0.004795577269220717,0.026419122107453064,0.030444844433016198,0.01997861413968393,0.006088968886603299,0.016544098740035967,0.04710722550784263,0.025363305888967534,0.004710722550784216,0.018764198573918256,0.060889688866032396,0.028994918080380124,0.0040593125910688595,0.019836721662383726,0.07343790177423502,0.03194827379035893,0.0036718950887116527,0.02053414711409348
0.01,0.04695294420159424,0.0314985928781218,0.009390588840318754,0.02643267335218984,0.073695037284649,0.040053866890139844,0.007369503728464703,0.029909716865232458,0.09344304448444331,0.045250731361418856,0.006229536298962796,0.03144060134031852,0.10964258164052455,0.0490703984096109,0.005482129082026026,0.0323461747591407,0.035793263049627155,0.024121000459079608,0.007158652609925464,0.02029999142881628,0.054821290820262276,0.03025243163742733,0.005482129082026136,0.022817939895594806,0.07045512985343276,0.034370266079762624,0.0046970086568955145,0.024033120532220495,0.08300334276163539,0.03733081632024479,0.004150167138081644,0.024735919337703517
0.1,0.04880431987657496,0.033590968421586265,0.009760863975314876,0.02859004028456323,0.07282077654924145,0.04128627158485628,0.0072820776549239515,0.03172509356875522,0.09097454358446902,0.046077654010370526,0.006064969572297853,0.033144209294890724,0.10820262278220623,0.050145024585892775,0.005410131139110114,0.034111092328661566,0.03805605554127025,0.026491329730116645,0.007611211108254057,0.022704208451187053,0.05888403188480329,0.03319188004612357,0.0058884031884802145,0.02544866065051201,0.07400359989714579,0.03718377394633573,0.0049335733264763695,0.02663133244002354,0.08511185394703008,0.039808679196607875,0.004255592697351373,0.027256600510648297
0.2,0.04499871432244793,0.0313043987504064,0.008999742864489515,0.026804662723922082,0.06711236821805092,0.03842456213265602,0.00671123682180493,0.02972584456770621,0.08372332219079455,0.04280482209732238,0.005581554812719583,0.03102099066614364,0.10043713036770378,0.04674648930257601,0.005021856518385014,0.031955960193330024,0.03728464901002829,0.02546608334247045,0.007456929802005673,0.021607096940087354,0.05420416559526871,0.030889378468967207,0.0054204165595267825,0.02381733991273718,0.06819233736178966,0.034574186873624985,0.004546155824119317,0.024904702023498565,0.07971200822833634,0.037288639832787907,0.003985600411416701,0.02554738954335092
0.3,0.04325019285163281,0.03025359556176092,0.00865003857032651,0.02598097197222927,0.06618668038056055,0.037606155372815656,0.0066186680380559,0.028977437379340172,0.08526613525327847,0.04263588147905682,0.005684409016885173,0.030463817631469985,0.09925430701979944,0.04593925194686073,0.0049627153509898,0.0312496739931148,0.03497042941630239,0.023665552097536614,0.006994085883260521,0.01996571526527809,0.051632810491128826,0.029017582174375445,0.005163281049112809,0.022153285416335006,0.06387246078683466,0.03225118481020336,0.004258164052455666,0.023112641479830904,0.07693494471586526,0.03533685259388586,0.0038467472357931547,0.023846976314846207
0.4,0.043301619953715606,0.02968205065473474,0.008660323990743068,0.02522670780834824,0.06649524299305734,0.0371494583168188,0.006649524299305577,0.028288497879652423,0.08413473900745692,0.04181998770683279,0.005608982600497073,0.02967954961526571,0.09910002571355105,0.04535255965810117,0.004955001285677381,0.030519095729958725,0.03337618925173567,0.023004250813626684,0.006675237850347193,0.01960058284049022,0.05142710208279763,0.028803217201124942,0.005142710208279691,0.021971657952629904,0.06510671123682181,0.03241365314265635,0.004340447415788137,0.023040864737959035,0.07580354847004371,0.034934879981300626,0.0037901774235020807,0.023638159039059477
0.5,0.04309591154538442,0.0295936876791232,0.008619182309076833,0.025172709351161303,0.065055284134739,0.036665341701553326,0.006505528413473751,0.028074177472480387,0.08290048855746979,0.041374962881269406,0.005526699237164602,0.029468679088118534,0.09534584726150681,0.04430774438071288,0.00476729236307518,0.03016317649434031,0.033221907945487274,0.022285703491240073,0.006644381589097517,0.018703179909145416,0.04952429930573412,0.0275483706299297,0.0049524299305733505,0.02086944454648233,0.06279249164309592,0.03104948900605156,0.004186166109539753,0.021905919856549796,0.07436358961172537,0.03378021272989994,0.003718179480586168,0.022554574477032532
0.6,0.043455901259964,0.029816703970154755,0.008691180251992746,0.025346704379874765,0.06572383646181537,0.03693386115679686,0.006572383646181384,0.028234581052786208,0.08228336333247621,0.04131285008312683,0.005485557555498366,0.029535938476540093,0.09642581640524557,0.04465431251177763,0.004821290820262114,0.030331591108490534,0.03317048084340447,0.022705588394782907,0.006634096168680958,0.019277449215736632,0.04895860118282335,0.027759326979367095,0.0048958601182822765,0.021333410882138023,0.06263821033684752,0.03137577412901497,0.004175880689123194,0.0224075214805479,0.07503214193880176,0.03429323307533079,0.0037516070969399844,0.023096887675569465
0.7,0.04165595268706608,0.028604851670801595,0.008331190537413184,0.024307876917802253,0.06495242993057342,0.0360851832700713,0.006495242993057192,0.027363116155864908,0.08115196708665466,0.0403627054740637,0.005410131139110267,0.028631104189088204,0.09544870146567241,0.04373710950225136,0.004772435073283459,0.0294327391799681,0.032964772435073286,0.022350724758300723,0.006592954487014722,0.01887203222765059,0.04967858061198251,0.027718191173001366,0.004967858061198189,0.021065398131481953,0.06294677294934431,0.031221115388032204,0.004196451529956312,0.02210358682202336,0.07441501671380818,0.03392249446572299,0.003720750835690308,0.0227428115925142
